KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
12.976809340715409,12.975795179605484,0.0,2.436503303050995,0.00028674602508544923,15.414534199237824,5.688884049654007,346563.4999224701,156.25,11978,0.004600894451141357,12,fgmres_gamg_gmres_smoother_stronger,19,3,0,RT,5120,40,Hybrid_SCPC,7.282043874263763,0.0,0.0,2790400,26615.2087188304
