KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
42.08421400785446,42.08042674064636,0.0,2.5652963519096375,0.0002850234508514404,44.65262638330459,17.298664754629137,346563.4999224701,156.25,5989,0.018535029888153077,6,fgmres_gamg_gmres_smoother_stronger,15,3,1,BDFM,5120,40,Hybrid_SCPC,24.7628047645092,0.0,0.0,13777920,13307.6043594152
