KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
3.0435630083084106,3.043262654542923,0.0,0.6974086582660675,9.55522060394287e-05,3.7413475453853606,1.6257512629032136,346563.4999224701,156.25,1996,0.0013405263423919677,2,fgmres_gamg_gmres_smoother_stronger,6,3,0,RT,5120,40,Hybrid_SCPC,1.4160924136638642,0.0,0.0,2790400,4435.127450558146
