KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
28.397360962629318,28.39470956325531,0.0,1.8582082867622376,0.0002367079257965088,30.257831305265427,11.772254699468613,346563.4999224701,156.25,3992,0.012014824151992797,4,fgmres_gamg_gmres_smoother,22,3,1,RT,5120,40,Hybrid_SCPC,16.610135662555695,0.0,0.0,13122560,8870.254901116292
