KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
142.466077876091,142.45589084625243,0.0,7.031171417236328,0.0008413016796112061,149.5064929485321,47.640305775403974,346563.4999224701,156.25,19963,0.05216283798217773,20,fgmres_gamg_gmres_smoother,25,3,1,BDFM,5120,40,Hybrid_SCPC,94.76227493286133,0.0,0.0,13777920,44357.940528803745
