KSPSolve,PCApply,PCSetUp,SNESFunctionEval,SNESJacobianEval,SNESSolve,back_sub,deltax,deltaz,dt,forward_elim,horizontal_courant,inner_solver_type,ksp_iters,mesh_degree,model_degree,model_family,num_cells,num_processes,outer_solver_type,sc_solve,scpc_init,scpc_update,total_dofs,vertical_courant
36.131706988811494,36.1285903930664,0.0,2.5402478516101836,0.0002845287322998047,38.67495496273041,15.64158354997635,346563.4999224701,156.25,5989,0.015136849880218507,6,fgmres_ml_richardson,18,3,1,RT,5120,40,Hybrid_SCPC,20.471498227119447,0.0,0.0,13122560,13307.6043594152
